PLAYER,WINDOW,POSITION,COUNTRY,TO,FROM,PRICE DESCRIPTION,PRICE,LEAGUE ,SEASON
Angelo Ogbonna,Pre-Season,Defender,ITA,West Ham,Juventus,Sold,14000000,EPL,15/16
Fabio Borini,Pre-Season,Attacker,ITA,Liverpool,Roma,Sold,14000000,EPL,Dec-13
Franco Vazquez,Pre-Season,Attacker,ITA,Sevilla,Palermo,Sold,15000000,La Liga,16/17
Alessandro Matri,Pre-Season,Attacker,ITA,Juventus,Cagliari,Sold,15500000,Serie A,11-Dec
Leonardo Bonucci,Pre-Season,Defender,ITA,Juventus,Bari,Sold,15500000,Serie A,10-Nov
Fabio Quagliarella,Pre-Season,,ITA,Napoli,Udinese,Sold,16000000,Serie A,09-Oct
Alessio Cerci,Pre-Season,Attacker,ITA,Atletico Madrid,Torino,Sold,16000000,La Liga,14/15
Simone Zaza,Pre-Season,Attacker,ITA,Juventus,Sassuolo,Sold,18000000,Serie A,15/16
Matteo Darmian,Pre-Season,Defender,ITA,Manchester Utd,Torino,Sold,18000000,EPL,15/16
Pablo Osvaldo,Pre-Season,Attacker,ITA,Southampton,Roma,Sold,18000000,EPL,13/14
Ciro Immobile,Pre-Season,Attacker,ITA,Bor. Dortmund,Torino,Sold,19000000,Bundesliga,14/15
Andrea Bertolacci,Pre-Season,Midfielder,ITA,AC Milan,Roma,Sold,20000000,Serie A,15/16
Mario Balotelli,Pre-Season,Attacker,ITA,Liverpool,AC Milan,Sold,20000000,EPL,14/15
Antonio Candreva,Pre-Season,Midfielder,ITA,Inter Milan,Lazio,Sold,22000000,Serie A,16/17
Mario Balotelli,Mid-Season,Attacker,ITA,AC Milan,Manchester City,Sold,22000000,Serie A,Dec-13
Alberto Aquilani,Pre-Season,,ITA,Liverpool,Roma,Sold,23300000,EPL,09-Oct
Alessio Romagnoli,Pre-Season,Defender,ITA,AC Milan,Roma,Sold,25000000,Serie A,15/16
Mario Balotelli,Pre-Season,Attacker,ITA,Manchester City,Inter,Sold,29000000,EPL,10-Nov
Lewis Grabban,Mid-Season,,JAM,Bournemouth,Norwich,Sold,9350000,EPL,15/16
Hiroshi Ibusuki,Pre-Season,Attacker,JPN,Sevilla,Girona,Sold,150000,La Liga,11-Dec
Junya Tanaka,Pre-Season,Attacker,JPN,Sporting Lisbon,Kashiwa Reysol,Sold,750000,ROE,14/15
Hajime Hosogai,Pre-Season,Defender,JPN,Hertha,Bayer Leverkusen,Sold,1000000,Bundesliga,13/14
Makoto Hasebe,Pre-Season,Midfielder,JPN,Nuremberg,Wolfsburg,Sold,2500000,Bundesliga,13/14
Maya Yoshida,Pre-Season,Defender,JPN,Southampton,VVV Venlo,Sold,2500000,EPL,Dec-13
Hiroshi Kiyotake,Pre-Season,Midfielder,JPN,Hannover,Nurnberg,Sold,4300000,Bundesliga,14/15
Hiroshi Kiyotake,Pre-Season,Midfielder,JPN,Sevilla,Hannover,Sold,6500000,La Liga,16/17
Shinji Kagawa,Pre-Season,Midfielder,JPN,Bor. Dortmund,Manchester Utd,Sold,8000000,Bundesliga,14/15
Keisuke Honda,Mid-Season,Midfielder,JPN,CSKA Moscow,VVV Venlo,Sold,9200000,ROE,09-Oct
Shinji Okazaki,Pre-Season,Attacker,JPN,Leicester,Mainz,Sold,10000000,EPL,15/16
Shinji Kagawa,Pre-Season,Attacker,JPN,Manchester Utd,Bor. Dortmund,Sold,15000000,EPL,Dec-13
Victor Wanyama,Pre-Season,Midfielder,KEN,Tottenham,Southampton,Sold,14400000,EPL,16/17
Victor Wanyama,Pre-Season,Midfielder,KEN,Southampton,Celtic,Sold,14500000,EPL,13/14
Lee Chung-Yong,Mid-Season,,KOR,Crystal Palace,Bolton,Sold,1000000,EPL,14/15
Hyun-Jun Suk,Mid-Season,Attacker,KOR,Porto,Vitoria Setubal,Sold,1500000,ROE,15/16
Park Ji-Sung,Pre-Season,Midfielder,KOR,QPR,Manchester Utd,Sold,2500000,EPL,Dec-13
Koo Ja-Cheol,Mid-Season,Midfielder,KOR,Mainz,Wolfsburg,Sold,3000000,Bundesliga,13/14
Koo Ja-Cheol,Pre-Season,Midfielder,KOR,Augsburg,Mainz,Sold,5000000,Bundesliga,15/16
Ki Sung-Yueng,Pre-Season,Midfielder,KOR,Swansea City,Celtic,Sold,7000000,EPL,Dec-13
Heung-Min Son,Pre-Season,Attacker,KOR,Bayer Leverkusen,Hamburg,Sold,10000000,Bundesliga,13/14
Heung-Min Son,Pre-Season,Attacker,KOR,Tottenham,Bayer Leverkusen,Sold,30000000,EPL,15/16
Adnane Tighadouini,Pre-Season,Midfielder,MAR,Malaga,NAC Breda,Sold,800000,La Liga,15/16
Youssouf Hadji,Pre-Season,Defender,MAR,Rennes,Nancy,Sold,1700000,ROE,11-Dec
Youssef Ait Bennasser,Pre-Season,Midfielder,MAR,Monaco,Nancy,Sold,3000000,ROE,16/17
Oussama Assaidi,Pre-Season,Attacker,MAR,Liverpool,Heerenveen,Sold,3000000,EPL,Dec-13
Nordin Amrabat,Pre-Season,Midfielder,MAR,Malaga,Galatasaray,Sold,3500000,La Liga,15/16
Mehdi Carcela,Pre-Season,Midfielder,MAR,Benfica,Standard Liege,Sold,4000000,ROE,15/16
Mehdi Carcela,Pre-Season,Midfielder,MAR,Granada,Benfica,Sold,4000000,La Liga,16/17
Mounir El Hamdaoui,Pre-Season,Attacker,MAR,Ajax,AZ Alkmaar,Sold,5000000,ROE,10-Nov
Nordin Amrabat,Pre-Season,Attacker,MAR,Galatasaray,Kayserispor,Sold,8000000,ROE,Dec-13
Nordin Amrabat,Mid-Season,,MAR,Watford,Malaga,Sold,8000000,EPL,15/16
Mehdi Benatia,Pre-Season,Defender,MAR,Roma,Udinese,Sold,13500000,Serie A,13/14
Sofiane Boufal,Pre-Season,Midfielder,MAR,Southampton,Lille,Sold,20000000,EPL,16/17
Mehdi Benatia,Pre-Season,Defender,MAR,Bayern Munich,Roma,Sold,30000000,Bundesliga,14/15
Artur Ionita,Pre-Season,Midfielder,MDA,Cagliari,Verona,Sold,4500000,Serie A,16/17
Jonathan dos Santos,Pre-Season,Midfielder,MEX,Real Zaragoza,Barcelona,Sold,1000000,La Liga,11-Dec
Jonathan Dos Santos,Pre-Season,Midfielder,MEX,Villarreal,Barcelona,Sold,2000000,La Liga,14/15
Carlos Salcido,Pre-Season,Defender,MEX,Fulham,PSV,Sold,2000000,EPL,10-Nov
Marco Fabian,Mid-Season,Midfielder,MEX,Eint. Frankfurt,Guadalajara,Sold,3700000,Bundesliga,15/16
Pablo Barrera,Pre-Season,Midfielder,MEX,West Ham,UNAM Pumas,Sold,4500000,EPL,10-Nov
Miguel Layun,Pre-Season,Defender,MEX,Porto,Watford,Sold,6000000,ROE,16/17
Giovani dos Santos,Pre-Season,Attacker,MEX,Villarreal,Mallorca,Sold,6000000,La Liga,13/14
Giovani dos Santos,Mid-Season,Attacker,MEX,LA Galaxy,Villarreal,Sold,7000000,MLS,15
Jesus Corona,Pre-Season,Midfielder,MEX,Porto,Twente,Sold,10500000,ROE,15/16
Raul Jimenez,Pre-Season,Attacker,MEX,Atletico Madrid,Club America,Sold,11000000,La Liga,14/15
Javier Hernandez,Pre-Season,Attacker,MEX,Bayer Leverkusen,Manchester Utd,Sold,13000000,Bundesliga,15/16
Ilija Nestorovski,Pre-Season,Attacker,MKD,Palermo,Inter Zapresic,Sold,500000,Serie A,16/17
Goran Pandev,Pre-Season,Attacker,MKD,Galatasaray,Napoli,Sold,2400000,ROE,14/15
Goran Pandev,Pre-Season,Attacker,MKD,Napoli,Inter Milan,Sold,7500000,Serie A,Dec-13
Yacouba Sylla,Pre-Season,Midfielder,MLI,Rennes,Aston Villa,Sold,1500000,ROE,15/16
Sambou Yatabare,Mid-Season,Midfielder,MLI,Wolfsburg,Olympiacos,Sold,2500000,Bundesliga,15/16
Modibo Maiga,Pre-Season,Attacker,MLI,West Ham,Sochaux,Sold,6000000,EPL,Dec-13
Adama Traore,Pre-Season,Midfielder,MLI,Monaco,Lille,Sold,14000000,ROE,15/16
Simon Vukcevic,Pre-Season,Midfielder,MNE,Blackburn,Sporting Lisbon,Sold,2300000,EPL,11-Dec
Stefan Savic,Pre-Season,Defender,MNE,Atletico Madrid,Fiorentina,Sold,9000000,La Liga,15/16
Mirko Vucinic,Pre-Season,Attacker,MNE,Juventus,Roma,Sold,15000000,Serie A,11-Dec
Stevan Jovetic,Pre-Season,Attacker,MNE,Manchester City,Fiorentina,Sold,25500000,EPL,13/14
Edson Mexer,Pre-Season,Defender,MOZ,Rennes,Nacional,Sold,2200000,ROE,14/15
Elderson Echiejile,Mid-Season,Defender,NGA,Monaco,Sporting Braga,Sold,1500000,ROE,13/14
Joel Obi,Pre-Season,Midfielder,NGA,Torino,Inter Milan,Sold,2400000,Serie A,15/16
Joseph Yobo,Pre-Season,Defender,NGA,Fenerbahce,Everton,Sold,2500000,ROE,Dec-13
Joseph Akpala,Pre-Season,Attacker,NGA,Werder Bremen,Club Brugge,Sold,2500000,Bundesliga,Dec-13
Abdullahi Nura,Pre-Season,Defender,NGA,Roma,Spezia,Sold,2500000,Serie A,16/17
Umar Sadiq,Pre-Season,Attacker,NGA,Roma,Spezia,Sold,2500000,Serie A,16/17
Peter Odemwingie,Pre-Season,Attacker,NGA,Cardiff,West Bromwich,Sold,3000000,EPL,13/14
Kelechi Nwakali,Pre-Season,Midfielder,NGA,Arsenal,Diamond Academy,Sold,3800000,EPL,16/17
Kalu Uche,Pre-Season,Midfielder,NGA,Xamax,Almeria,Sold,4000000,ROE,11-Dec
Victor Anichebe,Pre-Season,Attacker,NGA,West Bromwich,Everton,Sold,6000000,EPL,13/14
Isaac Success,Pre-Season,Attacker,NGA,Watford,Granada,Sold,11000000,EPL,16/17
Isaac Success,Pre-Season,Goalkeeper,NGA,Watford,Granada,Sold,11000000,EPL,09-Oct
Victor Moses,Pre-Season,Attacker,NGA,Chelsea,Wigan,Sold,11300000,EPL,Dec-13
Ideye Brown,Pre-Season,Attacker,NGA,West Bromwich,Dynamo Kiev,Sold,12600000,EPL,14/15
Emmanuel Emenike,Pre-Season,Attacker,NGA,Fenerbahce,Spartak Moscow,Sold,13000000,ROE,13/14
Ahmed Musa,Pre-Season,Attacker,NGA,Leicester,CSKA Moscow,Sold,18000000,EPL,16/17
John Verhoek,Mid-Season,Attacker,NLD,Rennes,Den Haag,Sold,500000,ROE,10-Nov
Piet Velthuizen,Pre-Season,Defender,NLD,Hercules,Vitesse,Sold,500000,La Liga,10-Nov
Stijn Schaars,Pre-Season,Midfielder,NLD,Sporting Lisbon,AZ Alkmaar,Sold,850000,ROE,11-Dec
Marten de Roon,Pre-Season,Midfielder,NLD,Atalanta,Heerenveen,Sold,1250000,Serie A,15/16
Oussama Tannane,Mid-Season,Midfielder,NLD,Saint Etienne,Heracles,Sold,1500000,ROE,15/16
Dirk Kuyt,Pre-Season,Midfielder,NLD,Fenerbahce,Liverpool,Sold,1500000,ROE,Dec-13
Roy Beerens,Pre-Season,Midfielder,NLD,Hertha,AZ Alkmaar,Sold,1500000,Bundesliga,14/15
Urby Emanuelson,Mid-Season,Defender,NLD,AC Milan,Ajax,Sold,1700000,Serie A,10-Nov
Nick Viergever,Pre-Season,Defender,NLD,Ajax,AZ Alkmaar,Sold,2000000,ROE,14/15
Jos Hooiveld,Mid-Season,Defender,NLD,Glasgow Celtic,AIK,Sold,2000000,ROE,09-Oct
Joris Mathijsen,Pre-Season,Defender,NLD,Malaga,Hamburg,Sold,2000000,La Liga,11-Dec
Richairo Zivkovic,Pre-Season,Attacker,NLD,Ajax,Groningen,Sold,2500000,ROE,14/15
Virgil van Dijk,Pre-Season,Defender,NLD,Celtic,Groningen,Sold,2500000,ROE,13/14
Kevin Diks,Pre-Season,Defender,NLD,Fiorentina,Vitesse,Sold,2500000,Serie A,16/17
Derek Boerrigter,Pre-Season,Attacker,NLD,Celtic,Ajax,Sold,3500000,ROE,13/14
Timo Letschert,Pre-Season,Defender,NLD,Sassuolo,FC Utrecht,Sold,3500000,Serie A,16/17
Ibrahim Afellay,Mid-Season,Midfielder,NLD,Barcelona,PSV,Sold,3500000,La Liga,10-Nov
Erik Pieters,Pre-Season,Defender,NLD,Stoke,PSV,Sold,3500000,EPL,13/14
Ronnie Stam,Pre-Season,Defender,NLD,Wigan Athletic,FC Twente,Sold,3500000,EPL,10-Nov
Ryan Donk,Mid-Season,Defender,NLD,Galatasaray,Kasimpasa,Sold,3750000,ROE,15/16
Ricardo Kishna,Pre-Season,Midfielder,NLD,Lazio,Ajax,Sold,4000000,Serie A,15/16
Luciano Narsingh,Pre-Season,Attacker,NLD,PSV,Heerenveen,Sold,4100000,ROE,Dec-13
Ron Vlaar,Pre-Season,Defender,NLD,Aston Villa,Feyenoord,Sold,4100000,EPL,Dec-13
Karim Rekik,Pre-Season,Defender,NLD,Marseille,Manchester City,Sold,5000000,ROE,15/16
Nigel de Jong,Pre-Season,Midfielder,NLD,AC MIlan,Manchester City,Sold,5000000,Serie A,Dec-13
Alexander Buttner,Pre-Season,Defender,NLD,Manchester Utd,Vitesse,Sold,5000000,EPL,Dec-13
Eljero Elia,Pre-Season,Midfielder,NLD,Werder Bremen,Juventus,Sold,5500000,Bundesliga,Dec-13
Leroy Fer,Pre-Season,Midfielder,NLD,Swansea,QPR,Sold,5600000,EPL,16/17
Maarten Stekelenburg,Pre-Season,Goalkeeper,NLD,Fulham,Roma,Sold,5600000,EPL,13/14
Gregory van der Wiel,Pre-Season,Defender,NLD,PSG,Ajax,Sold,6000000,ROE,Dec-13
Luc Castaignos,Pre-Season,Attacker,NLD,Twente,Inter Milan,Sold,6000000,ROE,Dec-13
Ricky van Wolfswinkel,Pre-Season,Attacker,NLD,Sporting Lisbon,FC Utrecht,Sold,6000000,ROE,11-Dec
Jonathan de Guzman,Pre-Season,Midfielder,NLD,Napoli,Villarreal,Sold,6000000,Serie A,14/15
Maarten Stekelenburg,Pre-Season,Goalkeeper,NLD,Roma,Ajax,Sold,6300000,Serie A,11-Dec
Steven Berghuis,Pre-Season,Midfielder,NLD,Watford,AZ Alkmaar,Sold,6500000,EPL,15/16
Robin van Persie,Pre-Season,Attacker,NLD,Fenerbahce,Manchester Utd,Sold,6600000,ROE,15/16
Demy de Zeeuw,Pre-Season,Midfielder,NLD,Spartak Moscow,Ajax,Sold,7000000,ROE,11-Dec
Ryan Babel,Mid-Season,Attacker,NLD,Hoffenheim,Liverpool,Sold,7000000,ROE,10-Nov
Wesley Sneijder,Mid-Season,Midfielder,NLD,Galatasaray,Inter Milan,Sold,7500000,ROE,Dec-13
Siem de Jong,Pre-Season,Midfielder,NLD,Newcastle,Ajax,Sold,7500000,EPL,14/15
Daryl Janmaat,Pre-Season,Defender,NLD,Newcastle,Feyenoord,Sold,7500000,EPL,14/15
Bruno Martins Indi,Pre-Season,Defender,NLD,Porto,Feyenoord,Sold,7700000,ROE,14/15
Jonathan de Guzman,Pre-Season,Midfielder,NLD,Villarreal,Real Mallorca,Sold,8000000,La Liga,11-Dec
Bas Dost,Pre-Season,Attacker,NLD,Wolfsburg,Heerenveen,Sold,8000000,Bundesliga,Dec-13
Vurnon Anita,Pre-Season,Midfielder,NLD,Newcastle,Ajax,Sold,8500000,EPL,Dec-13
Daryl Janmaat,Pre-Season,Defender,NLD,Watford,Newcastle,Sold,8800000,EPL,16/17
Ola John,Pre-Season,Attacker,NLD,Benfica,Twente,Sold,9000000,ROE,Dec-13
Eljero Elia,Pre-Season,Midfielder,NLD,Juventus,Hamburg,Sold,9000000,Serie A,11-Dec
Marco van Ginkel,Pre-Season,Midfielder,NLD,Chelsea,Vitesse,Sold,9500000,EPL,13/14
Leroy Fer,Pre-Season,Midfielder,NLD,QPR,Norwich City,Sold,10000000,EPL,14/15
Ricky van Wolfswinkel,Pre-Season,Attacker,NLD,Norwich,Sporting Lisbon,Sold,10000000,EPL,13/14
Rafael van der Vaart,Pre-Season,Midfielder,NLD,Tottenham,Real Madrid,Sold,10000000,EPL,10-Nov
Jordy Clasie,Pre-Season,Midfielder,NLD,Southampton,Feyenoord,Sold,11500000,EPL,15/16
Jeremain Lens,Pre-Season,Attacker,NLD,Sunderland,Dynamo Kiev,Sold,11500000,EPL,15/16
Klaas-Jan Huntelaar,Pre-Season,Attacker,NLD,Schalke,AC Milan,Sold,13000000,ROE,10-Nov
Rafael van der Vaart,Pre-Season,Midfielder,NLD,Hamburg,Tottenham,Sold,13000000,Bundesliga,Dec-13
Jasper Cillessen,Pre-Season,Goalkeeper,NLD,Barcelona,Ajax,Sold,13000000,La Liga,16/17
Virgil van Dijk,Pre-Season,Defender,NLD,Southampton,Celtic,Sold,13000000,EPL,15/16
Marten de Roon,Pre-Season,Midfielder,NLD,Middlesbrough,Atalanta,Sold,14250000,EPL,16/17
Jeffrey Bruma,Pre-Season,Defender,NLD,Wolfsburg,PSV Eindhoven,Sold,15000000,Bundesliga,16/17
Luuk de Jong,Pre-Season,Attacker,NLD,Bor. Mgladbach,Twente,Sold,15000000,Bundesliga,Dec-13
Kevin Strootman,Pre-Season,Midfielder,NLD,Roma,PSV Eindhoven,Sold,16500000,Serie A,13/14
Daley Blind,Pre-Season,Midfielder,NLD,Manchester Utd,Ajax,Sold,17500000,EPL,14/15
Georginio Wijnaldum,Pre-Season,Midfielder,NLD,Newcastle,PSV,Sold,20000000,EPL,15/16
Vincent Janssen,Pre-Season,Attacker,NLD,Tottenham,AZ Alkmaar,Sold,20500000,EPL,16/17
Arjen Robben,Pre-Season,,NLD,Bayern Munich,Real Madrid,Sold,25000000,ROE,09-Oct
W. Sneijder,Pre-Season,,NLD,Real Madrid,Ajax,Sold,27000000,La Liga,07-Aug
Klaas-Jan Huntelaar,Mid-Season,,NLD,Real Madrid,Ajax,Sold,27000000,La Liga,08-Sep
Georginio Wijnaldum,Pre-Season,Midfielder,NLD,Liverpool,Newcastle,Sold,30000000,EPL,16/17
Robin van Persie,Pre-Season,Attacker,NLD,Manchester Utd,Arsenal,Sold,30000000,EPL,Dec-13
Memphis Depay,Pre-Season,Attacker,NLD,Manchester Utd,PSV,Sold,34000000,EPL,15/16
A. Robben,Pre-Season,,NLD,Real Madrid,Chelsea,Sold,36200000,La Liga,07-Aug
Christian Grindheim,Pre-Season,Midfielder,NOR,FC Copenhagen,Heerenveen,Sold,750000,ROE,11-Dec
Haitam Aleesami,Pre-Season,Defender,NOR,Palermo,Goteborg,Sold,1200000,Serie A,16/17
Alexander Soderlund,Mid-Season,Attacker,NOR,Saint Etienne,Rosenborg,Sold,1500000,ROE,15/16
Martin Linnes,Mid-Season,Defender,NOR,Galatasaray,Molde,Sold,2000000,ROE,15/16
Anders Konradsen,Mid-Season,Midfielder,NOR,Rennes,Stromsgodset,Sold,2000000,ROE,Dec-13
Magnus Eikrem,Mid-Season,,NOR,Cardiff,Heerenveen,Sold,2400000,EPL,13/14
Frederik Sorensen,Pre-Season,Defender,NOR,Koln,Juventus,Sold,2500000,Bundesliga,15/16
Mats Daehli,Mid-Season,Midfielder,NOR,Freiburg,Cardiff,Sold,2500000,Bundesliga,14/15
Ole Selnaes,Mid-Season,Midfielder,NOR,Saint Etienne,Rosenborg,Sold,3000000,ROE,15/16
Martin Odegaard,Mid-Season,Midfielder,NOR,Real Madrid,Stromsgodset,Sold,3000000,La Liga,14/15
Mohammed Abdellaoue,Pre-Season,Attacker,NOR,Stuttgart,Hannover,Sold,3500000,Bundesliga,13/14
Vegard Forren,Mid-Season,,NOR,Southampton,Molde,Sold,4800000,EPL,Dec-13
Ali Al Habsi,Pre-Season,Goalkeeper,OMN,Wigan Athletic,Bolton,Sold,4400000,EPL,11-Dec
Roberto Chen,Pre-Season,Defender,PAN,Malaga,San Francisco,Sold,500000,La Liga,13/14
Renato Tapia,Mid-Season,Midfielder,PER,Feyenoord,Twente,Sold,2500000,ROE,15/16
Thiago Cionek,Mid-Season,Defender,POL,Palermo,Modena,Sold,350000,Serie A,15/16
Kamil Grosicki,Mid-Season,Attacker,POL,Rennes,Sivasspor,Sold,800000,ROE,13/14
Igor Lewczuk,Pre-Season,Defender,POL,Bordeaux,Legia Warszava,Sold,1000000,ROE,16/17
Rafal Gikiewicz,Pre-Season,Goalkeeper,POL,SC Freiburg,Braunschweig,Sold,1000000,Bundesliga,16/17
Mateusz Klich,Pre-Season,Midfielder,POL,Wolfsburg,Cracovia,Sold,1500000,ROE,11-Dec
Ludovic Obraniak,Mid-Season,Midfielder,POL,Werder Bremen,Bordeaux,Sold,2000000,Bundesliga,13/14
Artur Boruc,Pre-Season,Goalkeeper,POL,Fiorentina,Celtic,Sold,2000000,Serie A,10-Nov
Rafal Wolski,Mid-Season,Midfielder,POL,Fiorentina,Legia Warsaw,Sold,2800000,Serie A,Dec-13
Krystian Bielik,Mid-Season,,POL,Arsenal,Legia Warsaw,Sold,3100000,EPL,14/15
Arkadiusz Milik,Mid-Season,Attacker,POL,Bayer Leverkusen,Gornik Zabrze,Sold,3500000,Bundesliga,Dec-13
Karol Linetty,Pre-Season,Midfielder,POL,Sampdoria,Lech Poznan,Sold,3500000,Serie A,16/17
Robert Lewandowski,Pre-Season,Attacker,POL,Bor. Dortmund,Lech Poznan,Sold,4000000,ROE,10-Nov
Grzegorz Krychowiak,Pre-Season,Midfielder,POL,Sevilla,Reims,Sold,5000000,La Liga,14/15
Kamil Glik,Pre-Season,Defender,POL,Monaco,Torino,Sold,8000000,ROE,16/17
Bartosz Kapustka,Pre-Season,Midfielder,POL,Leicester,Cracovia,Sold,9000000,EPL,16/17
Piotr Zielinski,Pre-Season,Midfielder,POL,Napoli,Udinese,Sold,14000000,Serie A,16/17
Grzegorz Krychowiak,Pre-Season,Midfielder,POL,PSG,Sevilla,Sold,30000000,ROE,16/17
Arkadiusz Milik,Pre-Season,Attacker,POL,Napoli,Ajax,Sold,36000000,Serie A,16/17
Iaia Embarlo,Pre-Season,Attacker,PRT,Liverpool,Oldham,Sold,30000,EPL,10-Nov
Salvador Agra,Mid-Season,Attacker,PRT,Real Betis,Olhanense,Sold,200000,La Liga,11-Dec
Flavio Ferreira,Pre-Season,Defender,PRT,Malaga,Academica,Sold,500000,La Liga,13/14
Eliseu Pereira,Pre-Season,Midfielder,PRT,Malaga,Lazio,Sold,500000,La Liga,10-Nov
Andre Geraldes,Pre-Season,Defender,PRT,Sporting Lisbon,Istanbul BB,Sold,600000,ROE,14/15
Daniel Carrico,Mid-Season,,PRT,Reading,Sporting Lisbon,Sold,740000,EPL,Dec-13
Eliseu,Pre-Season,Midfielder,PRT,Benfica,Malaga,Sold,1000000,ROE,14/15
Helder Postiga,Pre-Season,Attacker,PRT,Real Zaragoza,Sporting Lisbon,Sold,1000000,La Liga,11-Dec
Vitorino Antunes,Pre-Season,Defender,PRT,Malaga,Pacos Ferreira,Sold,1300000,La Liga,13/14
Bebe,Pre-Season,Attacker,PRT,Eibar,Benfica,Sold,1500000,La Liga,16/17
Diogo Figueiras,Pre-Season,Defender,PRT,Sevilla,Pacos Ferreira,Sold,1500000,La Liga,13/14
Ruben Vezo,Mid-Season,Defender,PRT,Valencia,Vitoria FC,Sold,1600000,La Liga,13/14
Daniel Carrico,Pre-Season,Midfielder,PRT,Sevilla,Sporting Lisbon,Sold,1800000,La Liga,14/15
Manuel Fernandes,Pre-Season,Midfielder,PRT,Besiktas,Valencia,Sold,2000000,ROE,11-Dec
Hugo Almeida,Mid-Season,Attacker,PRT,Besiktas,Werder Bremen,Sold,2000000,ROE,10-Nov
Bebe,Pre-Season,Attacker,PRT,Benfica,Manchester Utd,Sold,3000000,ROE,14/15
Dario Lezcano,Mid-Season,Attacker,PRT,Ingolstadt,Luzern,Sold,3000000,Bundesliga,15/16
Helder Postiga,Pre-Season,Attacker,PRT,Valencia,Zaragoza,Sold,3000000,La Liga,13/14
Ivo Pinto,Mid-Season,,PRT,Norwich,Dinamo Zagreb,Sold,3000000,EPL,15/16
Joao Pereira,Pre-Season,Defender,PRT,Valencia,Sporting Lisbon,Sold,3600000,La Liga,Dec-13
Cedric Soares,Pre-Season,Defender,PRT,Southampton,Sporting Lisbon,Sold,5000000,EPL,15/16
Bruno Alves,Pre-Season,Defender,PRT,Fenerbahce,Zenit,Sold,5500000,ROE,13/14
Nani,Pre-Season,Midfielder,PRT,Fenerbahce,Manchester Utd,Sold,6000000,ROE,15/16
Luis Neto,Mid-Season,Defender,PRT,Zenit,Siena,Sold,6000000,ROE,Dec-13
Bruno Fernandes,Pre-Season,Midfielder,PRT,Sampdoria,Udinese,Sold,6000000,Serie A,16/17
Simao,Mid-Season,Midfielder,PRT,Besiktas,Atletico Madrid,Sold,7000000,ROE,10-Nov
Diogo Jota,Pre-Season,Midfielder,PRT,Atletico Madrid,Pacos Ferreira,Sold,7000000,La Liga,16/17
Ricardo Quaresma,Pre-Season,Midfielder,PRT,Besiktas,Inter Milan,Sold,7200000,ROE,10-Nov
Eder,Pre-Season,Attacker,PRT,Swansea,Sporting Braga,Sold,7500000,EPL,15/16
Tiago Ilori,Pre-Season,Defender,PRT,Liverpool,Sporting Lisbon,Sold,7500000,EPL,13/14
Miguel Veloso,Pre-Season,Midfielder,PRT,Dynamo Kiev,Genoa,Sold,8000000,ROE,Dec-13
Ricardo Carvalho,Pre-Season,Defender,PRT,Real Madrid,Chelsea,Sold,8000000,La Liga,10-Nov
Luis Nani,Pre-Season,Attacker,PRT,Valencia,Fenerbahce,Sold,8500000,La Liga,16/17
Miguel Veloso,Pre-Season,Midfielder,PRT,Genoa,Sporting Lisbon,Sold,9000000,Serie A,10-Nov
Bebe,Pre-Season,Attacker,PRT,Manchester Utd,Vitoria Guimaraes,Sold,9000000,EPL,10-Nov
Rony Lopes,Pre-Season,Midfielder,PRT,Monaco,Manchester City,Sold,10000000,ROE,15/16
Armindo Bruma,Pre-Season,Attacker,PRT,Galatasaray,Sporting Lisbon,Sold,10000000,ROE,13/14
Raul Meireles,Pre-Season,Midfielder,PRT,Fenerbahce,Chelsea,Sold,10000000,ROE,Dec-13
Joao Moutinho,Pre-Season,Midfielder,PRT,Porto,Sporting Lisbon,Sold,11000000,ROE,10-Nov
Raphael Guerreiro,Pre-Season,Defender,PRT,Bor. Dortmund,Lorient,Sold,12000000,Bundesliga,16/17
Raul Meireles,Pre-Season,Midfielder,PRT,Liverpool,Porto,Sold,14000000,EPL,10-Nov
Andre Gomes,Pre-Season,Midfielder,PRT,Valencia,Benfica,Sold,15000000,La Liga,15/16
Joao Cancelo,Pre-Season,Defender,PRT,Valencia,Benfica,Sold,15000000,La Liga,15/16
Bernardo Silva,Mid-Season,Midfielder,PRT,Monaco,Benfica,Sold,15750000,ROE,14/15
Rafa Silva,Pre-Season,Midfielder,PRT,Benfica,Braga,Sold,16400000,ROE,16/17
Ricardo Quaresma,Pre-Season,,PRT,Inter Milan,Porto,Sold,18500000,Serie A,08-Sep
Bruno Alves,Pre-Season,Defender,PRT,Zenit S-P,FC Porto,Sold,22000000,ROE,10-Nov
Joao Moutinho,Pre-Season,Midfielder,PRT,Monaco,Porto,Sold,25000000,ROE,13/14
Pepe,Pre-Season,,PRT,Real Madrid,Porto,Sold,28000000,La Liga,07-Aug
Fabio Coentrao,Pre-Season,Defender,PRT,Real Madrid,Benfica,Sold,30000000,La Liga,11-Dec
Renato Sanches,Pre-Season,Midfielder,PRT,Bayern Munich,Benfica,Sold,35000000,Bundesliga,16/17
Joao Mario,Pre-Season,Midfielder,PRT,Inter Milan,Sporting,Sold,40000000,Serie A,16/17
Andre Gomes,Pre-Season,Midfielder,PRT,Barcelona,Valencia,Sold,50000000,La Liga,16/17
Ronaldo,Pre-Season,,PRT,Real Madrid,Manchester United,Sold,93900000,La Liga,09-Oct
